"","InvInef2022"
"Modigliani-SP500 (Rf=0.0047)",0.00073436582036472
"Modigliani-Nasdaq100 (Rf=0.0047)",-0.000711366044429289
"Modigliani-Russel1000 (Rf=0.0047)",0.00062384826846368
"Modigliani-IBrX50 (Rf=0.0047)",0.00133354005861591
"Modigliani-Ibovespa (Rf=0.0047)",0.00150808073476817
