"","InvInef2021"
"Modigliani-SP500 (Rf=0.0026)",0.00312406079413744
"Modigliani-Nasdaq100 (Rf=0.0026)",0.00334177215906943
"Modigliani-Russel1000 (Rf=0.0026)",0.00313529076501685
"Modigliani-IBrX50 (Rf=0.0026)",0.0034553580876607
"Modigliani-Ibovespa (Rf=0.0026)",0.00343629282836717
