"","portfolio.returns"
"1",0.0456582499424545
"2",0.00160305101141756
"3",-0.0373686890705774
"4",-0.00945190620649838
"5",-0.0543838035736016
"6",0.0271442507647073
"7",-0.0477150871973416
"8",-0.0219902579811049
"9",-0.0104044048056645
"10",-0.0394905114067594
"11",0.0534455514344188
"12",0.0917910384582781
"13",-0.0321499479954745
"14",0.0477761710795621
"15",0.00449601698310897
"16",0.0628258462288815
"17",0.0994597999618023
"18",-0.0685810623538419
"19",-0.0760941033351468
"20",-0.0584536074054759
"21",-0.105532975160204
"22",-0.0475546026728041
"23",0.0486601755214426
"24",-0.0424044921328862
"25",-0.0110348793999544
"26",0.0255445210834606
"27",-0.0255778293599461
"28",0.00406597592801128
"29",0.0100694133719914
"30",-0.023534524334939
"31",0.0154993511910244
"32",0.0284019903455612
"33",-0.0509156437011489
"34",0.0201627615700124
"35",0.0735031581011816
"36",-0.00386617613483364
"37",0.0207229570530489
"38",0.0516829978579745
"39",-0.0206534852753615
"40",0.011938408683339
"41",-0.0378694614732785
"42",-0.0600288245378383
"43",-0.0192172230254014
"44",-0.00209140647912853
"45",0.000468085217874448
"46",0.0505776768826884
"47",-0.0199901993422646
"48",-0.0609567841905477
"49",-0.01803985339975
"50",0.0038675895416449
"51",-0.0582972917003985
"52",-0.0760218739193199
"53",0.0339248080649999
"54",-0.0240675601898207
"55",-0.0218956483730349
"56",0.0472758594725693
"57",-0.00903905482721656
"58",-0.0306752742810922
"59",0.108355309196166
"60",0.00428105609215335
"61",-0.022293724042215
"62",-0.034485775602622
"63",-0.0649024046769672
"64",0.0265673549715804
"65",-0.0457804132403437
"66",-0.0330133254331137
"67",0.00397531052124833
"68",0.0553482230759932
"69",-0.0469428083542235
"70",-0.0193309324979014
"71",5.19541479360175e-05
"72",-0.00482439935170875
"73",0.015330565306183
"74",-0.00526603033817818
"75",0.0453084477970562
"76",-0.00122731642853546
"77",0.0205569607156428
"78",0.0511469273210716
"79",-0.0280807295870577
"80",0.0358991130724369
"81",0.0585377203996178
"82",0.119131005144094
"83",0.0264372591629656
"84",-0.0290017608040287
"85",0.0464451738643226
"86",0.031024388402294
"87",-0.00973313306689749
"88",0.0177893599594385
"89",-0.00124616694661273
"90",-0.0393058323056833
"91",0.0198540197587931
"92",-0.00678495643149524
"93",0.0266663531896461
"94",0.0227247837727034
"95",-0.00169396165576197
"96",-0.112709985093811
"97",0.0333655024766499
"98",-0.0530660942116478
"99",0.0167384685556602
"100",-0.00235064286277631
"101",-0.107011915072555
"102",0.0362238159601294
"103",0.018606593705804
"104",-0.0301570006001548
"105",0.0224857097870965
"106",-0.00486319363015963
"107",-0.0372587217765491
"108",0.0186344442026827
"109",0.0168255058078202
"110",-0.0157162315279922
"111",-0.0289315751766941
"112",-0.00251792108403592
"113",-0.019342188371228
"114",-0.0064654775571692
"115",0.0501406955154635
"116",-0.0893680785975911
"117",0.0159668350275233
"118",-0.00277425151007304
"119",-0.0375741217460326
"120",-0.0585298210950373
"121",0.0422123673318484
"122",-0.0102268680622754
"123",-0.0123704660082496
"124",0.134774064470404
"125",-0.102745219901059
"126",-0.00760154136849445
"127",-0.0224927312263282
"128",-0.0297364514876259
"129",-0.165186687503646
"130",0.0232135948270855
"131",-0.188932811067514
