"","portfolio.returns"
"1",0.0333347556748065
"2",0.00525688568967175
"3",-0.0346272044196336
"4",-0.00864051316082526
"5",-0.063330755679905
"6",-0.00376402863386915
"7",-0.0551961360380346
"8",-0.0393451845298003
"9",0.0190917655035132
"10",-0.0315280363297364
"11",0.0896207381190155
"12",0.0506634315342844
"13",-0.0211720729220093
"14",0.0282443270873418
"15",0.010541842557847
"16",0.00681507283914984
"17",-0.0445353289140811
"18",-0.00973164136664051
"19",-0.0156206097949698
"20",-0.0491991078890485
"21",-0.130627980067965
"22",-0.0647380431691452
"23",0.0678635564574039
"24",-0.0283641423258789
"25",0.0338296212241205
"26",-0.0224617515288883
"27",0.0395491184365839
"28",-0.0120244810208593
"29",0.00910902279370052
"30",-0.0303013039186741
"31",-0.00482781620394668
"32",0.0263230184326364
"33",-0.0482394675001455
"34",0.00787237618047709
"35",0.0792546141213009
"36",0.0364662475595734
"37",0.0122928103029283
"38",0.0338713906834893
"39",-0.0565610814004304
"40",0.0315061655073865
"41",-0.0160859469484238
"42",-0.0349983071115598
"43",0.00603797828149855
"44",-0.0101690402893878
"45",0.0107278933429571
"46",0.0740765449057801
"47",-0.0107382210298755
"48",-0.0609804853317079
"49",-0.00671665969534141
"50",0.00182543693487269
"51",-0.0477139844007527
"52",-0.0645193288000129
"53",0.0489504962586131
"54",-0.0184397821924546
"55",-0.0168344806110438
"56",0.0379091185784315
"57",-0.00354129987264151
"58",-0.0332160438546955
"59",0.095537579198711
"60",0.0342100375756302
"61",-0.000173885630966319
"62",-0.0154028033034559
"63",-0.0693607478591458
"64",0.027768146501193
"65",-0.0263554241861902
"66",0.0166214996353813
"67",0.000586509771306698
"68",0.0310893586371506
"69",-0.0549870027298703
"70",0.0010677831194903
"71",0.00133123730326634
"72",-0.0282115907061072
"73",0.0293685265831374
"74",-0.00384071867041491
"75",0.0379513912580609
"76",0.0174360890572756
"77",0.0133955793360565
"78",0.00495821848067957
"79",-0.0221967985004535
"80",0.0147178616449162
"81",0.0188903029002943
"82",0.00928778729391966
"83",0.0142092561515945
"84",-0.00616495042418364
"85",0.0113639576081472
"86",0.0340466539755568
"87",0.000214168157215422
"88",0.0102005246222336
"89",0.0196274885543293
"90",-0.0316838366956053
"91",0.0414070742475638
"92",-0.0221326284626615
"93",0.0284383504774626
"94",-0.00367352274259669
"95",-0.00158548127051161
"96",-0.0585892776926096
"97",0.0394058523260004
"98",-0.0357447742515172
"99",0.0129378560629612
"100",-0.0166276479319214
"101",-0.0613786235350274
"102",0.0521166296324111
"103",0.0215908201103638
"104",-0.0195077785155725
"105",0.00550196541302728
"106",0.000392515896093792
"107",-0.0244240825925691
"108",0.023058802065117
"109",0.0126114409876388
"110",-0.00920075237438411
"111",-0.031771112270673
"112",0.00565609567862979
"113",-0.0133994986628649
"114",-0.00689731063211318
"115",0.0138765683367392
"116",-0.0483906159761288
"117",0.016253199086399
"118",0.0384403288001609
"119",-0.0328856394189594
"120",-0.0362111461315751
"121",0.0320289152690414
"122",-0.00271291963257192
"123",-0.0156357922493493
"124",0.0492811602749759
"125",-0.0581371614581248
"126",0.00159395353539926
"127",-0.0357029739283269
"128",-0.0289159310456633
"129",-0.152901570669221
"130",0.0586644240532574
"131",-0.156608818677898
"132",0.00284790069835483
"133",0.0788907666680394
"134",0.0250943104984176
"135",0.0456376331017838
"136",-0.044265661601025
"137",0.0280717094237166
"138",-0.0596558785205297
"139",0.0672380585862078
"140",-0.0153497786384627
"141",0.0327062381286438
"142",0.0224861354734458
"143",-0.00657262843333184
"144",0.0332100491653307
"145",-0.00644949035384002
"146",-0.0562815147776147
"147",-0.0213015801325603
"148",0.0257896067021361
"149",-0.00934381957662023
"150",0.0523914349447583
"151",-0.00158654501392308
"152",-0.0646506502778672
"153",0.0239572468096241
"154",-0.0312943324858145
"155",0.011383219923728
"156",-0.0100358702768595
"157",-0.0107962785110355
"158",-0.0157793164796051
"159",-0.00670048910738308
"160",0.00285925437106371
"161",-0.012839889021942
"162",-0.0566853388175123
"163",-0.051069352084971
"164",-0.130602503907906
"165",0.00366742400373066
"166",0.0413615051690785
"167",-0.0982521321884765
"168",0.0301159725461471
"169",-0.0868669628061192
"170",0.0881253620798026
"171",0.0112797858021045
"172",0.0105311627851645
"173",-0.022377482632333
"174",0.0676484491502876
"175",0.0517815812045788
"176",-0.00427046153007804
"177",-0.022446300953378
"178",-0.00294592969031315
"179",-0.0291810205122446
"180",-0.0336942363528591
"181",-0.0107240002584614
"182",0.0033058744575214
"183",0.00241075128478796
"184",0.00502137336305042
"185",0.0560576377107804
"186",-0.00389040391633699
"187",0.0349789563394329
"188",0.0123999998720894
"189",0.0031993200286502
"190",0.00207522119430736
"191",-0.0340453044712753
"192",-0.0375805622037605
"193",-0.0196457863020226
"194",0.0402712614182008
"195",0.034399855582735
"196",0.000535391170402244
"197",0.0456958774806755
"198",-0.00482775379907829
"199",0.0641226067543892
"200",0.0162090743341825
