"","portfolio.returns"
"1",0.0434994248675966
"2",0.00208910521998695
"3",-0.0364175369729903
"4",-0.00958331422141068
"5",-0.0543529066424532
"6",0.0252804997848179
"7",-0.0461702022883701
"8",-0.0220934066573756
"9",-0.0094854196833366
"10",-0.0392249071372489
"11",0.0540014718420063
"12",0.0878594984107728
"13",-0.0273989133375186
"14",0.0471349244323018
"15",0.00488002329745219
"16",0.0550596585966181
"17",0.0891908396765062
"18",-0.0656901348412608
"19",-0.0717314800107242
"20",-0.0568271542457508
"21",-0.104767742227762
"22",-0.0486299884548357
"23",0.0493549986142647
"24",-0.0410152543651269
"25",-0.00769074048564411
"26",0.0235847607646862
"27",-0.0248338253086247
"28",0.00392319851304679
"29",0.0100277420194501
"30",-0.0236593567076149
"31",0.0159601002754528
"32",0.0267515509407066
"33",-0.0499394834653445
"34",0.0189173005859036
"35",0.073698391225441
"36",-0.00326819492846642
"37",0.0220907063864559
"38",0.0580962041969788
"39",-0.0188363812374917
"40",0.0110037369307245
"41",-0.0387865555968934
"42",-0.060381642082335
"43",-0.0145912389692197
"44",-0.000889147715227745
"45",-0.00106272724597622
"46",0.0503877171776579
"47",-0.0196547819514913
"48",-0.0622950975769575
"49",-0.0153974484035445
"50",0.00643595784310569
"51",-0.0566875852323754
"52",-0.0760887330337859
"53",0.0332102297412127
"54",-0.0246220602996973
"55",-0.0218277089125531
"56",0.0488987298425128
"57",-0.00936634405202985
"58",-0.0311728000461213
"59",0.105681132697761
"60",0.00452170406623842
"61",-0.0216183988081301
"62",-0.0333572184454114
"63",-0.063863415677864
"64",0.0278106039400878
"65",-0.0449034532944286
"66",-0.0315404697380226
"67",0.00321734223696168
"68",0.0549257223676503
"69",-0.046082443686437
"70",-0.0138607392116888
"71",-0.00122203334482918
"72",-0.00746314419863259
"73",0.0156018240818161
"74",-0.00579603831267805
"75",0.0444219260667749
"76",-0.00133089151524113
"77",0.0200576169820332
"78",0.0489999206455858
"79",-0.0278214596831938
"80",0.0342229775850362
"81",0.0540288762262569
"82",0.11071410909749
"83",0.0267278318641531
"84",-0.0291549000773353
"85",0.0444954529741008
"86",0.0323214807931622
"87",-0.00900579318456218
"88",0.0165151195609752
"89",-0.00132305107480568
"90",-0.0397980318911504
"91",0.019881069359506
"92",-0.00710287346884941
"93",0.0276772590691128
"94",0.0208704685833287
"95",0.00575462154122031
"96",-0.114148847636668
"97",0.0326348694623253
"98",-0.0511709596158949
"99",0.0163628957145365
"100",-0.000384322803165027
"101",-0.105926628981641
"102",0.0357084759923705
"103",0.0180528558440183
"104",-0.0257330142031413
"105",0.0244473964599636
"106",-0.00549456416904293
"107",-0.0369772876126097
"108",0.0179831508654613
"109",0.0165143239064427
"110",-0.0161653350330702
"111",-0.0289085291616705
"112",-0.00296575812525501
"113",-0.0191433637326273
"114",-0.00731535952651563
"115",0.0559619854518825
"116",-0.091033095447459
"117",0.0159867352892822
"118",-0.00434079374038621
"119",-0.0367005553042042
"120",-0.0575648552125612
"121",0.0419315454445399
"122",-0.00973826637543296
"123",-0.0123041307784399
"124",0.126843256077725
"125",-0.0988954933740153
"126",-0.00687509563856303
"127",-0.0216738234952415
"128",-0.0295939247070941
"129",-0.163048999491049
"130",0.0243570398557986
"131",-0.191054661271506
"132",-0.0626195582821868
"133",0.100631694194382
"134",0.0201293691573787
"135",0.084236555407033
"136",-0.0642048111017318
"137",0.0365214930224089
"138",-0.109783729084575
"139",0.0496477496098375
"140",-0.0302326955556997
"141",0.0155894017037148
"142",0.0245812126741511
"143",-0.0472001555855738
"144",0.0102458531528524
"145",-0.0100974562158935
"146",-0.0591587671420934
"147",-0.0323510223635262
"148",0.0189854117668766
"149",0.0275029538132385
"150",0.145114275302745
"151",0.0711791213761634
"152",-0.104735747926345
"153",0.0482958811187029
"154",-0.0416145229451016
"155",0.0129380048174796
"156",0.00180778479905008
"157",0.0560303058544656
"158",0.00513313057135445
"159",0.0285133986689765
"160",-0.0111301541626668
"161",-0.0829442124310847
"162",-0.0458238222629678
"163",-0.0884834270387579
"164",-0.0981418892470607
"165",0.046772046641929
"166",0.104451845507365
"167",-0.110921688523303
"168",0.0284140412326748
"169",-0.0632125036835497
"170",0.0727735586209743
"171",0.0127467198211151
"172",-0.000755341090295847
"173",-0.045851848767926
"174",0.0438542472453312
"175",0.0488039000144231
"176",-0.00231098964901666
"177",0.0059504752180437
"178",-0.011584708236637
"179",-0.0477029466082847
"180",0.00365810181287274
"181",-0.0303134964567353
"182",-0.00446056992823907
"183",0.0120067434953066
"184",0.00171630358798858
"185",0.0285005219518921
"186",-0.0273682481685585
"187",0.0144411734198828
"188",0.0329151298329298
"189",-0.0149074451441559
"190",0.0119108562365422
"191",-0.0327590710299491
"192",-0.0636294665962283
"193",-0.0325650990489731
"194",0.0385016557097102
"195",0.00918789311744139
"196",0.00382566788555883
"197",0.0303306820812737
"198",-0.0180069011133969
"199",0.0884320971282737
"200",0.0413746958222871
"201",-0.0303752116697222
"202",0.0109986009370382
"203",-0.0318678421604768
"204",0.0552484808002793
"205",-0.00713564493408547
"206",-0.0736101058966596
"207",-0.0147955108228681
"208",0.0834956648667549
"209",0.0153074722148085
"210",0.0171498121305378
"211",0.00413524073835347
"212",-0.0163074560815413
"213",-0.00588392334622745
"214",-0.0261177559627405
"215",0.00197789674866278
"216",0.0039223672701858
"217",0.0294325773537607
"218",-0.00971138334321786
"219",0.0238805081811289
