"","BNB","TRX","ETH","BTC","LTC","ADA","XRP","DOGE"
"1",0.2205635685179,0.148613224724385,0.136864111736687,0.126877935505737,0.109046825868592,0.104877561120789,0.0782787905953802,0.074877981930529
