"","BNB","TRX","ETH","BTC","LTC","ADA","XRP","DOGE"
"1",0.146265226421617,0.116168343292554,0.147335459785678,0.0957330245834039,0.122035431337632,0.232933953131599,0.071629492306871,0.0678990691406458
